[1385367547.89]	4.0	48366.127486	[ 0.0666467   0.14438666]	0.149223118263	9.74710710545
[1385367698.29]	4.0	6.16335408838e-16	[ 0.00780414  0.07706789]	0.0600135827643	9.93999636455
[1385367847.91]	4.0	6.06092172339e-15	[ 0.07042262  0.01978164]	0.063784044248	9.94649341448
[1385367996.32]	3.95	-2.30627429495e-15	[ 0.03971305  0.0106259 ]	0.0355950123193	9.98309963911
[1385368144.9]	3.9	7.46028366276e-16	[ 0.00515032 -0.14777509]	-0.10085093943	9.7813599826
[1385368292.88]	3.85	-3.34632095761e-15	[ 0.03794902 -0.07491066]	-0.0261358229769	9.92948264987
[1385368441.47]	3.8	4.59526781135e-15	[ 0.05433592 -0.10399644]	-0.0351152927614	9.86232348819
[1385368589.64]	3.75	2.19371723253e-15	[ 0.00896547  0.04689674]	0.0395005446422	9.97720316537
[1385368737.65]	3.7	-2.17060602711e-15	[ -2.90847131e-02  -2.96488880e-05]	-0.0205869628222	9.99154078582
[1385368886.38]	3.65	8.23978901135e-15	[ 0.04011409 -0.06544853]	-0.0179141479529	9.94107349945
[1385369035.11]	3.6	4.45854066982e-16	[ 0.04150945 -0.00543433]	0.0255089576199	9.98247433871
[1385369186.92]	3.55	-7.54664418339e-16	[-0.05960501  0.00225191]	-0.0405547703058	9.96442171486
[1385369335.45]	3.5	1.79876873512e-15	[ 0.04503964 -0.05084202]	-0.0041028991875	9.95386519392
[1385369483.84]	3.45	-1.61371825649e-15	[ 0.04633512 -0.04980747]	-0.00245531565506	9.95372272599
[1385369632.45]	3.4	-5.70595652583e-15	[-0.04639193 -0.10013225]	-0.103608238639	9.87821321918
[1385369780.72]	3.35	-6.10146714492e-15	[-0.08198461 -0.02596741]	-0.0763336068552	9.92604216895
[1385369929.09]	3.3	-6.91068527787e-15	[ 0.01842205 -0.08093835]	-0.0442056978463	9.93109611291
[1385370077.53]	3.25	-7.36630902905e-15	[ 0.07202135 -0.02163346]	0.0356296190719	9.94344917816
[1385370226.25]	3.2	-5.77750545583e-15	[ 0.14619814 -0.13867663]	0.00531851035065	9.59394896627
[1385370376.83]	3.15	-6.75714822728e-15	[ 0.10767459 -0.00488795]	0.0726811317698	9.88382289993
[1385370525.19]	3.1	-1.15553663849e-14	[-0.08644925 -0.04323276]	-0.0916990264166	9.90657456122
[1385370673.74]	3.05	-9.43995810972e-15	[-0.0772154  -0.12947432]	-0.146151700091	9.77274183073
[1385370822.02]	3.0	-3.93075386396e-15	[-0.1906338   0.00660433]	-0.130128486557	9.63615135513
[1385370970.65]	2.95	7.36924824024e-15	[-0.10055186  0.0614559 ]	-0.0276450139531	9.86112496266
[1385371119.77]	2.9	-3.0730395752e-15	[ 0.04907993  0.03914264]	0.0623827779641	9.96059014206
[1385371268.13]	2.85	-7.97846439965e-15	[ 0.0288252  -0.01854343]	0.00727030586417	9.98825249213
[1385371416.3]	2.8	-1.00946126041e-14	[ 0.01691042 -0.018805  ]	-0.00133967207912	9.99360409511
[1385371568.97]	2.75	-1.03381623348e-14	[ 0.02761358  0.00265707]	0.0214045838836	9.99230430195
[1385371717.4]	2.7	-6.07705519517e-15	[ 0.07812203  0.04588933]	0.0876892734053	9.91791117818
[1385371865.85]	2.65	-8.82318528525e-15	[ 0.03252854  0.06329879]	0.0677601540129	9.94935157508
[1385372014.85]	2.6	-9.12842140857e-15	[ 0.0075822  -0.02196694]	-0.0101715500078	9.9945996386
[1385372163.16]	2.55	-1.28526539667e-14	[ 0.07614335  0.03245983]	0.0767940445186	9.93148549518
[1385372311.51]	2.5	-5.24973933169e-15	[-0.05319446 -0.05013613]	-0.0730657633868	9.94656717523
[1385372459.93]	2.45	-7.39809044766e-15	[-0.04128201  0.11508774]	0.0521885304081	9.85050607952
[1385372608.15]	2.4	-9.77542865183e-15	[-0.04773502 -0.00161047]	-0.0348925290664	9.97718774167
[1385372756.5]	2.35	-1.47122106525e-14	[ 0.00574007 -0.0393352 ]	-0.0237553409744	9.98419793651
[1385372904.97]	2.3	-5.75278165523e-15	[ 0.03974993  0.12126776]	0.113856706827	9.83714072084
[1385373053.48]	2.25	-1.13949163163e-14	[ 0.1065312   0.06859379]	0.123832069901	9.8394599465
[1385373202.99]	2.2	-1.12041666509e-14	[ 0.15131861  0.17080772]	0.227777712928	9.47927400958
[1385373351.38]	2.15	-1.24636590071e-14	[ 0.00144958  0.03293828]	0.0243158942897	9.98912968163
[1385373500.15]	2.1	-1.32653951481e-14	[ 0.07325653  0.01244495]	0.060600095395	9.94478604536
[1385373650.32]	2.05	-8.24741520644e-15	[ 0.02856671 -0.00208314]	0.018726706806	9.99179603753
[1385373798.65]	2.0	-1.28648878117e-14	[ 0.02440934 -0.01607881]	0.00589057351118	9.99145656186
[1385373947.22]	1.95	-1.5087303758e-14	[ 0.03135557  0.02146407]	0.0373491301536	9.98556121626
[1385374095.57]	1.9	-1.30657181852e-14	[-0.03774497  0.15724468]	0.0844990572355	9.73849428582
[1385374244.38]	1.85	-1.03054224878e-14	[ 0.04019445  0.01622824]	0.0398968719144	9.98121050054
[1385374393.48]	1.8	-1.33957009427e-14	[-0.0088632   0.12564695]	0.082578580048	9.84134287579
[1385374543.33]	1.75	-1.14305875514e-14	[-0.09793041  0.21066601]	0.0797161030088	9.46029467322
[1385374693.24]	1.7	-1.28795671298e-14	[-0.035553    0.12620544]	0.0641009543423	9.82808170279
[1385374842.34]	1.65	-1.90939991538e-14	[ 0.01087399  0.11246195]	0.0872116802366	9.87234066812
[1385374992.18]	1.6	-1.6112160704e-14	[ 0.02485993  0.05986359]	0.0599085764384	9.95798334295
[1385375141.12]	1.55	-1.59807235581e-14	[-0.00028567  0.09986155]	0.0704107806631	9.90027589515
[1385375289.76]	1.5	-2.01306932434e-14	[-0.05680584  0.09615964]	0.0278273376896	9.87526420215
[1385375438.54]	1.5	-1.55259081136e-14	[ 0.02562277  0.0290808 ]	0.0386812663011	9.98497780622
[1385375589.59]	1.49	-1.37970579144e-14	[ 0.06395367  0.07031682]	0.0949435782089	9.90965472106
[1385375738.69]	1.48	-1.08699088171e-14	[ 0.10998717  0.02678446]	0.0967121431527	9.87185415538
[1385375887.48]	1.47	-1.8093948179e-14	[ 0.08466304 -0.04619341]	0.0272021412167	9.90698338176
[1385376035.98]	1.46	-1.24583324641e-14	[-0.0284874  -0.02201699]	-0.0357119963939	9.98703720254
[1385376184.63]	1.45	-2.07094319738e-14	[-0.03904735 -0.03577755]	-0.0529091943356	9.9719527138
[1385376333.37]	1.44	-1.86853629724e-14	[ 0.03466268 -0.06081398]	-0.0184917608973	9.95100158827
[1385376482.12]	1.43	-1.4630159484e-14	[ 0.10181633  0.07993411]	0.128516964454	9.83243974046
[1385376631.36]	1.42	-1.79122303798e-14	[ 0.07802587  0.05398709]	0.0933472586968	9.90997357725
[1385376780.13]	1.41	-1.76443475896e-14	[ 0.08083555 -0.03170408]	0.034741201314	9.92460464949
[1385376929.52]	1.4	-1.48871374063e-14	[ 0.01614387 -0.05928175]	-0.0305030855493	9.96225049512
[1385377079.03]	1.39	-1.3806375128e-14	[ 0.0099357  -0.10664344]	-0.0683826940609	9.88528459193
[1385377227.9]	1.38	-1.57236300291e-14	[ 0.10256719 -0.07483065]	0.0196126955558	9.8388034455
[1385377377.12]	1.37	-1.61857299829e-14	[-0.01783567 -0.01439426]	-0.022790002924	9.99474694087
[1385377527.58]	1.36	-1.72051290901e-14	[ 0.07686294 -0.01322593]	0.0449981595338	9.93917163637
[1385377676.21]	1.35	-1.49503734666e-14	[ 0.02549825  0.06439638]	0.06356510419	9.95202945145
[1385377825.13]	1.34	-1.36030509464e-14	[ 0.04479589  0.06772302]	0.0795628820852	9.93406921142
[1385377973.9]	1.33	-1.85861634032e-14	[ 0.03229342  0.02807308]	0.0426855631211	9.98169037079
[1385378122.9]	1.32	-1.68499367492e-14	[ 0.07254941  0.00167735]	0.052486241253	9.94733770322
[1385378271.65]	1.31	-1.56419108514e-14	[ 0.06434121 -0.00815214]	0.0397316746424	9.95793751098
[1385378420.89]	1.3	-1.47831667246e-14	[ 0.05017187  0.05377809]	0.0735037240613	9.94590700115
[1385378569.56]	1.29	-1.78976613787e-14	[ 0.01563063 -0.00301819]	0.00891834581668	9.99746573892
[1385378718.61]	1.28	-2.19413507816e-14	[-0.01864102 -0.08786566]	-0.0753116002852	9.91932137558
[1385378867.37]	1.27	-1.77946714413e-14	[ 0.06501675 -0.05735195]	0.00541982945813	9.92483575773
[1385379016.6]	1.26	-1.69689215414e-14	[ 0.00855016  0.00667679]	0.0107670790115	9.99882315239
[1385379165.43]	1.25	-1.57244744319e-14	[-0.060951   -0.01837302]	-0.0560905475022	9.95947408285
[1385379314.22]	1.24	-1.53309107841e-14	[-0.06347188 -0.03354879]	-0.0686039740362	9.94845799224
[1385379462.98]	1.23	-1.54082606257e-14	[-0.02611612 -0.02229547]	-0.0342321644758	9.9882086024
[1385379612.4]	1.22	-1.66891083729e-14	[ 0.03692571  0.02086942]	0.040867333128	9.98200958809
[1385379761.08]	1.21	-1.82038751626e-14	[-0.01113046  0.00342173]	-0.00545089559579	9.99864404683
[1385379909.84]	1.2	-1.88912425745e-14	[ 0.06252286  0.09042045]	0.108147255191	9.87915033302
[1385380058.97]	1.19	-1.91498772647e-14	[ 0.08671967  0.04684363]	0.0944435171215	9.90285372738
[1385380214.09]	1.18	-1.81955470272e-14	[ 0.13352417  0.03247889]	0.117381890857	9.81116417958
[1385380369.62]	1.17	-1.88250522275e-14	[ 0.0664451   0.00290796]	0.0490400165949	9.95576592377
[1385380528.2]	1.16	-1.68810389082e-14	[-0.01258616  0.07371097]	0.0432217677879	9.94408282143
[1385380682.4]	1.15	-1.75140882059e-14	[ 0.03725474  0.12141051]	0.112193271656	9.83871573049
[1385380831.59]	1.14	-1.97591407835e-14	[-0.01188894  0.10445095]	0.0654512244847	9.88948651648
[1385380981.08]	1.13	-2.04015003661e-14	[ 0.01740862  0.01220345]	0.0209388942812	9.99548015777
